interval_start_timestamp,messages,messages_per_communicator
2026-07-13T00:00:00+00:00,25,8.333333333333334
2026-07-14T00:00:00+00:00,32,16
2026-07-15T00:00:00+00:00,27,6.75
2026-07-16T00:00:00+00:00,36,12
2026-07-17T00:00:00+00:00,34,11.333333333333334
2026-07-18T00:00:00+00:00,63,15.75
2026-07-19T00:00:00+00:00,33,16.5
