interval_start_timestamp,visitors,pct_communicated
2026-07-13T00:00:00+00:00,35,8.571428571428571
2026-07-14T00:00:00+00:00,39,5.128205128205128
2026-07-15T00:00:00+00:00,62,6.451612903225806
2026-07-16T00:00:00+00:00,40,7.5
2026-07-17T00:00:00+00:00,49,6.122448979591836
2026-07-18T00:00:00+00:00,48,8.333333333333332
2026-07-19T00:00:00+00:00,51,3.9215686274509802
