interval_start_timestamp,messages,messages_per_communicator
2026-06-30T00:00:00+00:00,44,8.8
2026-07-01T00:00:00+00:00,60,15
2026-07-02T00:00:00+00:00,40,13.333333333333334
2026-07-03T00:00:00+00:00,28,9.333333333333334
2026-07-04T00:00:00+00:00,31,7.75
2026-07-05T00:00:00+00:00,24,6
