day_pt,new_members,interval_start_timestamp,pct_opened_channels
2026-07-13T00:00:00+00:00,1,2026-07-13T00:00:00+00:00
2026-07-14T00:00:00+00:00,0,2026-07-14T00:00:00+00:00
2026-07-15T00:00:00+00:00,0,2026-07-15T00:00:00+00:00
2026-07-16T00:00:00+00:00,0,2026-07-16T00:00:00+00:00
2026-07-17T00:00:00+00:00,1,2026-07-17T00:00:00+00:00,100
2026-07-18T00:00:00+00:00,0,2026-07-18T00:00:00+00:00
2026-07-19T00:00:00+00:00,0,2026-07-19T00:00:00+00:00
